Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Zip,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,order year
7370,CA-2012-110345,3/9/2014,3/11/2014,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-LA-10001175,Office Supplies,Labels,Avery 514,4.608,2,0.2,1.6704,2014
3658,CA-2012-128083,3/12/2014,3/17/2014,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688,3,0.2,2.9322,2014
3659,CA-2012-128083,3/12/2014,3/17/2014,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4,0.2,3.86,2014
3660,CA-2012-128083,3/12/2014,3/17/2014,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,3,0.2,1.4418,2014
7878,CA-2012-148705,3/12/2014,3/18/2014,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,5.04,2,0.2,1.764,2014
507,CA-2012-145352,3/16/2014,3/22/2014,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0,0.7398,2014
508,CA-2012-145352,3/16/2014,3/22/2014,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0,2.1684,2014
509,CA-2012-145352,3/16/2014,3/22/2014,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,0,11.685,2014
510,CA-2012-145352,3/16/2014,3/22/2014,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0,3177.475,2014
6923,CA-2012-134257,3/16/2014,3/19/2014,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,36830,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,5,0,240.8595,2014
6924,CA-2012-134257,3/16/2014,3/19/2014,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,36830,South,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,7.38,2,0,3.3948,2014
3576,CA-2012-143532,3/19/2014,3/24/2014,Standard Class,DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,33161,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",14.496,3,0.2,4.8924,2014
6487,CA-2012-120621,3/21/2014,3/26/2014,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,0.2,156.338,2014
6488,CA-2012-120621,3/21/2014,3/26/2014,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,0.7,-9.8463,2014
6489,CA-2012-120621,3/21/2014,3/26/2014,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,295.456,14,0.2,96.0232,2014
7654,CA-2012-121552,3/22/2014,3/27/2014,Standard Class,FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,35810,South,OFF-AR-10003217,Office Supplies,Art,Newell 316,19.56,4,0,5.4768,2014
8556,CA-2012-117884,3/22/2014,3/22/2014,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,447.944,7,0.2,89.5888,2014
8557,CA-2012-117884,3/22/2014,3/22/2014,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",150.408,9,0.2,-33.8418,2014
4556,CA-2012-130218,3/23/2014,3/26/2014,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,4,0,14.202,2014
4557,CA-2012-130218,3/23/2014,3/26/2014,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584,2014
2558,US-2012-112508,3/24/2014,3/30/2014,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,2,0.2,0.5244,2014
1531,CA-2012-103793,3/26/2014,3/31/2014,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Miami,Florida,33142,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235,2014
991,CA-2012-153549,3/29/2014,3/31/2014,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,131.2785,2014
5755,CA-2012-150749,3/29/2014,4/3/2014,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,0,1.4456,2014
5529,CA-2012-137106,3/31/2014,4/4/2014,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986,2014
119,US-2012-136476,4/5/2014,4/10/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156,2014
3470,CA-2012-100888,4/6/2014,4/10/2014,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,47.952,3,0.2,16.1838,2014
7334,CA-2012-125563,4/11/2014,4/17/2014,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,2,0.2,10.104,2014
7335,CA-2012-125563,4/11/2014,4/17/2014,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",54.528,3,0.2,14.3136,2014
7457,CA-2012-137974,4/16/2014,4/18/2014,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,569.64,2,0,148.1064,2014
7458,CA-2012-137974,4/16/2014,4/18/2014,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,9.14,1,0,4.57,2014
7459,CA-2012-137974,4/16/2014,4/18/2014,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,1196.86,7,0,119.686,2014
7460,CA-2012-137974,4/16/2014,4/18/2014,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,523.26,9,0,125.5824,2014
2512,CA-2012-102722,4/18/2014,4/19/2014,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0,41.535,2014
2291,CA-2012-149342,4/20/2014,4/25/2014,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519,2014
2292,CA-2012-149342,4/20/2014,4/25/2014,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0,297.69,2014
2293,CA-2012-149342,4/20/2014,4/25/2014,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0,6.2208,2014
6612,CA-2012-107678,4/21/2014,4/28/2014,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,191.96,2,0,51.8292,2014
6613,CA-2012-107678,4/21/2014,4/28/2014,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",21.3,3,0,9.798,2014
6614,CA-2012-107678,4/21/2014,4/28/2014,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,469.95,5,0,131.586,2014
6615,CA-2012-107678,4/21/2014,4/28/2014,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,0,35.6796,2014
73,US-2012-134026,4/26/2014,5/2/2014,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,2014
74,US-2012-134026,4/26/2014,5/2/2014,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,2014
75,US-2012-134026,4/26/2014,5/2/2014,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,2014
8207,CA-2012-122266,4/26/2014,4/30/2014,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Daytona Beach,Florida,32114,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,191.5155,1,0.45,-76.6062,2014
8208,CA-2012-122266,4/26/2014,4/30/2014,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Daytona Beach,Florida,32114,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264,2014
3992,CA-2012-161998,5/1/2014,5/5/2014,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,3,0.2,14.2992,2014
3993,CA-2012-161998,5/1/2014,5/5/2014,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",41.376,3,0.2,4.6548,2014
3994,CA-2012-161998,5/1/2014,5/5/2014,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,172.704,6,0.2,10.794,2014
5889,CA-2012-147879,5/7/2014,5/12/2014,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,42301,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,45.68,2,0,21.0128,2014
9786,CA-2012-155635,5/9/2014,5/13/2014,Standard Class,ME-17725,Max Engle,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",48.81,3,0,23.9169,2014
5644,CA-2012-166604,5/15/2014,5/20/2014,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Roswell,Georgia,30076,South,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0,8.7906,2014
1468,CA-2012-100769,5/16/2014,5/16/2014,Same Day,TH-21550,Tracy Hopkins,Home Office,United States,Jacksonville,Florida,32216,South,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4,0.2,31.996,2014
6702,CA-2012-153535,5/20/2014,5/24/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Wilson,North Carolina,27893,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",163.136,4,0.2,20.392,2014
6703,CA-2012-153535,5/20/2014,5/24/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Wilson,North Carolina,27893,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,6.408,4,0.7,-4.9128,2014
786,CA-2012-154921,5/23/2014,5/28/2014,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,29203,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0,87.7443,2014
4966,CA-2012-109708,5/25/2014,5/28/2014,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Columbia,Tennessee,38401,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,4,0.2,58.38,2014
4603,US-2012-113327,5/26/2014,5/29/2014,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,1,0.2,5.9384,2014
4604,US-2012-113327,5/26/2014,5/29/2014,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,4,0.2,53.8048,2014
4605,US-2012-113327,5/26/2014,5/29/2014,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,2,0.2,4.4312,2014
4606,US-2012-113327,5/26/2014,5/29/2014,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,7,0.2,50.3832,2014
9553,CA-2012-163923,5/30/2014,6/3/2014,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Springfield,Virginia,22153,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,4,0,36.4704,2014
7379,CA-2012-136224,5/31/2014,5/31/2014,Same Day,ML-18265,Muhammed Lee,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,2014
9816,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,173.488,7,0.2,54.215,2014
9817,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,516.96,4,0.2,-6.462,2014
9818,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",173.208,7,0.2,45.4671,2014
9819,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,4.448,2,0.2,0.3336,2014
9820,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,9,3,0.2,3.15,2014
9821,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,42.24,10,0.2,13.2,2014
9822,CA-2012-162201,6/8/2014,6/12/2014,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.264,2,0.7,-13.3936,2014
4579,CA-2012-110947,6/9/2014,6/15/2014,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,3,0,56.55,2014
5835,CA-2012-101868,6/9/2014,6/16/2014,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2,5,0.7,-42.8,2014
5836,CA-2012-101868,6/9/2014,6/16/2014,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52,3,0.7,-26.964,2014
5837,CA-2012-101868,6/9/2014,6/16/2014,Standard Class,MJ-17740,Max Jones,Consumer,United States,Miami,Florida,33178,South,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,72.6,5,0.2,-8.1675,2014
3035,US-2012-123960,6/11/2014,6/16/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,0,10.203,2014
3036,US-2012-123960,6/11/2014,6/16/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,7,0,16.6796,2014
3037,US-2012-123960,6/11/2014,6/16/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0,15.764,2014
3038,US-2012-123960,6/11/2014,6/16/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.4,5,0,15.552,2014
3039,US-2012-123960,6/11/2014,6/16/2014,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0,10.7892,2014
3119,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,0.2,-182.637,2014
3120,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,2014
3121,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008,2014
3122,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,7.596,2014
3123,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,2014
3124,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,0.7,-3.14,2014
3125,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312,2014
3126,CA-2012-121720,6/11/2014,6/12/2014,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428,2014
6914,CA-2012-104115,6/12/2014,6/16/2014,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,West Palm Beach,Florida,33407,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,55.984,2,0.2,4.1988,2014
3703,CA-2012-104941,6/13/2014,6/19/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,24.78,6,0,6.9384,2014
3704,CA-2012-104941,6/13/2014,6/19/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,3,0,8.8044,2014
3705,CA-2012-104941,6/13/2014,6/19/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,3,0,314.9895,2014
3706,CA-2012-104941,6/13/2014,6/19/2014,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,32.4,5,0,15.552,2014
6089,CA-2012-137281,6/13/2014,6/17/2014,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Roswell,Georgia,30076,South,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48,1,0,3.1104,2014
5815,US-2012-106495,6/15/2014,6/17/2014,First Class,AC-10450,Amy Cox,Consumer,United States,Tampa,Florida,33614,South,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.672,1,0.2,-0.7295,2014
6106,CA-2012-147011,6/18/2014,6/22/2014,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Miami,Florida,33178,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632,4,0.2,3.5784,2014
6730,CA-2012-156734,6/18/2014,6/20/2014,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6.129,3,0.7,-4.4946,2014
6731,CA-2012-156734,6/18/2014,6/20/2014,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",643.136,4,0.2,56.2744,2014
6732,CA-2012-156734,6/18/2014,6/20/2014,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,20.736,4,0.2,7.2576,2014
7749,CA-2012-133242,6/18/2014,6/24/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3,0,19.4688,2014
7750,CA-2012-133242,6/18/2014,6/24/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04,2,0,58.5052,2014
7751,CA-2012-133242,6/18/2014,6/24/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,34.6,2,0,16.608,2014
7752,CA-2012-133242,6/18/2014,6/24/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,467.97,3,0,140.391,2014
7753,CA-2012-133242,6/18/2014,6/24/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,33.02,2,0,15.8496,2014
5133,CA-2012-123330,6/21/2014,6/27/2014,Standard Class,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,3,0.2,37.7916,2014
8077,CA-2012-106187,6/23/2014,6/29/2014,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42,3,0,9.3228,2014
8078,CA-2012-106187,6/23/2014,6/29/2014,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,165.98,1,0,74.691,2014
8079,CA-2012-106187,6/23/2014,6/29/2014,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,75,3,0,18,2014
789,CA-2012-115938,6/26/2014,6/30/2014,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0,69.1008,2014
